region,month_name,total_sales
South,Mar,294061.0
South,Jan,257421.0
East,Apr,437356.0
East,Nov,425587.0
Central,May,369110.0
East,Mar,401276.0
Central,Oct,310389.0
South,Nov,221796.0
Central,Apr,327789.0
South,Jul,212342.0
Central,Mar,352258.0
East,Jan,415751.0
West,Apr,417514.0
East,Sep,390661.0
South,Sep,254872.0
West,Aug,398536.0
Central,Nov,340527.0
South,Feb,258625.0
West,Mar,421895.0
South,Dec,293568.0
East,Feb,357555.0
West,Dec,505492.0
West,Sep,388650.0
Central,Sep,308372.0
South,Aug,271367.0
East,Jun,338049.0
West,Jan,481878.0
South,Apr,230560.0
Central,Dec,354195.0
West,Oct,442233.0
Central,Jun,331758.0
Central,Aug,281654.0
East,Oct,457789.0
West,Jun,461429.0
West,Jul,411787.0
West,Nov,431106.0
East,Dec,423894.0
South,Jun,258815.0
East,Jul,410107.0
East,May,366408.0
South,Oct,265242.0
Central,Jul,350808.0
Central,Jan,348344.0
East,Aug,405585.0
Central,Feb,320523.0
South,May,263335.0
West,May,471939.0
West,Feb,349472.0
