category,month,total_sales,total_profit
Furniture,Sep,270692.0,46883.0
Furniture,Oct,237184.0,43526.0
Furniture,Mar,305070.0,53445.0
Office Supplies,Feb,709130.0,124636.0
Technology,Jul,282118.0,50391.0
Office Supplies,Dec,879592.0,155949.0
Furniture,Aug,262710.0,46406.0
Office Supplies,Jul,735892.0,129819.0
Office Supplies,Jun,682982.0,121497.0
Technology,Sep,222373.0,38754.0
Technology,Dec,300842.0,52765.0
Technology,Jun,308102.0,55716.0
Office Supplies,Jan,825108.0,148742.0
Technology,Aug,287449.0,49563.0
Technology,Oct,334353.0,55774.0
Technology,Jan,292262.0,54291.0
Office Supplies,Mar,757441.0,128372.0
Office Supplies,Aug,692026.0,124882.0
Office Supplies,Sep,726844.0,125670.0
Office Supplies,Oct,775049.0,134334.0
Furniture,Nov,258604.0,44128.0
Office Supplies,Nov,719797.0,123598.0
Technology,May,282398.0,48657.0
Furniture,Feb,210284.0,38696.0
Office Supplies,Apr,705747.0,125949.0
Furniture,Jan,256009.0,45406.0
Furniture,Jun,258987.0,44754.0
Technology,Nov,310615.0,55706.0
Technology,Mar,267257.0,47141.0
Technology,Feb,264962.0,44696.0
Furniture,Apr,294720.0,53179.0
Technology,Apr,285977.0,49700.0
Furniture,Dec,273541.0,50141.0
Office Supplies,May,767805.0,136703.0
Furniture,Jul,234955.0,41228.0
Furniture,May,252976.0,46292.0
