segment,month_name,total_sales,total_profit
Corporate,Oct,444270.0,76956.0
Home Office,Jul,296000.0,51030.0
Consumer,Jul,677175.0,119027.0
Corporate,Mar,420580.0,71823.0
Consumer,Nov,664051.0,115274.0
Home Office,Aug,234949.0,40076.0
Consumer,Aug,717861.0,131075.0
Corporate,Aug,393568.0,69387.0
Home Office,Apr,233380.0,41771.0
Consumer,Jun,726214.0,127931.0
Consumer,May,724954.0,129081.0
Home Office,Sep,222161.0,37364.0
Corporate,Jul,387509.0,70635.0
Corporate,Dec,506629.0,92475.0
Corporate,May,433772.0,76080.0
Corporate,Apr,449397.0,76800.0
Home Office,May,281771.0,51764.0
Home Office,Jan,285285.0,51865.0
Home Office,Jun,242901.0,43619.0
Consumer,Sep,725246.0,125804.0
Home Office,Mar,281861.0,46593.0
Consumer,Apr,717846.0,128362.0
Home Office,Nov,262917.0,45805.0
Home Office,Oct,280988.0,49386.0
Consumer,Dec,792670.0,140143.0
Corporate,Nov,478472.0,83350.0
Corporate,Sep,380101.0,66582.0
Corporate,Feb,394936.0,67235.0
Home Office,Feb,236898.0,41953.0
Consumer,Mar,741356.0,129293.0
Consumer,Oct,726985.0,125256.0
Corporate,Jan,478071.0,84667.0
Consumer,Jan,726992.0,133925.0
Corporate,Jun,399629.0,72020.0
Home Office,Dec,265434.0,44856.0
Consumer,Feb,642712.0,113756.0
