region,month_name,total_sales
South,Mar,264068.0
South,Jan,228553.0
East,Apr,385202.0
East,Nov,375154.0
Central,May,315023.0
East,Mar,338213.0
Central,Oct,278011.0
South,Nov,194986.0
Central,Apr,302329.0
South,Jul,186326.0
Central,Mar,326959.0
East,Jan,376425.0
West,Apr,385196.0
East,Sep,333855.0
South,Sep,228677.0
West,Aug,357590.0
Central,Nov,300633.0
South,Feb,236491.0
West,Mar,379381.0
South,Dec,270239.0
East,Feb,325822.0
West,Dec,452732.0
West,Sep,344314.0
Central,Sep,286122.0
South,Aug,248013.0
East,Jun,305570.0
West,Jan,436142.0
South,Apr,198708.0
Central,Dec,320660.0
West,Oct,402567.0
Central,Jun,298912.0
Central,Aug,256097.0
East,Oct,409274.0
West,Jun,404530.0
West,Jul,369815.0
West,Nov,389370.0
East,Dec,390140.0
South,Jun,221049.0
East,Jul,360788.0
East,May,316260.0
South,Oct,237060.0
Central,Jul,304157.0
Central,Jan,311772.0
East,Aug,365755.0
Central,Feb,292629.0
South,May,233325.0
West,May,401515.0
West,Feb,314778.0
