region,month_name,total_sales
South,Mar,230129.0
South,Jan,213890.0
East,Apr,336185.0
East,Nov,339719.0
Central,May,297433.0
East,Mar,306390.0
Central,Oct,251615.0
South,Nov,179892.0
Central,Apr,277713.0
South,Jul,163195.0
Central,Mar,302610.0
East,Jan,321463.0
West,Apr,335864.0
East,Sep,294501.0
South,Sep,200919.0
West,Aug,318659.0
Central,Nov,275618.0
South,Feb,221291.0
West,Mar,349074.0
South,Dec,248365.0
East,Feb,304244.0
West,Dec,402655.0
West,Sep,316736.0
Central,Sep,267354.0
South,Aug,222919.0
East,Jun,276546.0
West,Jan,395292.0
South,Apr,182100.0
Central,Dec,299762.0
West,Oct,358151.0
Central,Jun,265273.0
Central,Aug,235681.0
East,Oct,360451.0
West,Jun,340409.0
West,Jul,340829.0
West,Nov,333704.0
East,Dec,360235.0
South,Jun,191234.0
East,Jul,308990.0
East,May,287822.0
South,Oct,219300.0
Central,Jul,262461.0
Central,Jan,275605.0
East,Aug,338862.0
Central,Feb,271341.0
South,May,208956.0
West,May,357578.0
West,Feb,284032.0
