category,month,total_sales,total_profit
Furniture,Sep,229037.0,39960.0
Furniture,Oct,198933.0,36332.0
Furniture,Mar,241589.0,43488.0
Office Supplies,Feb,573838.0,101577.0
Technology,Jul,209059.0,37139.0
Office Supplies,Dec,693356.0,124567.0
Furniture,Aug,200615.0,35793.0
Office Supplies,Jul,560032.0,100189.0
Office Supplies,Jun,503093.0,90718.0
Technology,Sep,176409.0,30815.0
Technology,Dec,235844.0,41347.0
Technology,Jun,248632.0,44718.0
Office Supplies,Jan,647031.0,117246.0
Technology,Aug,209371.0,36405.0
Technology,Oct,255966.0,42525.0
Technology,Jan,236470.0,44239.0
Office Supplies,Mar,623816.0,105732.0
Office Supplies,Aug,558622.0,102299.0
Office Supplies,Sep,568938.0,97468.0
Office Supplies,Oct,612786.0,105358.0
Furniture,Nov,199004.0,34005.0
Office Supplies,Nov,563942.0,96873.0
Technology,May,211164.0,35737.0
Furniture,Feb,170221.0,32008.0
Office Supplies,Apr,549481.0,98565.0
Furniture,Jan,192122.0,33838.0
Furniture,Jun,192585.0,34818.0
Technology,Nov,250367.0,43904.0
Technology,Mar,212237.0,37416.0
Technology,Feb,195620.0,31766.0
Furniture,Apr,226093.0,40839.0
Technology,Apr,222305.0,38558.0
Furniture,Dec,204417.0,36667.0
Office Supplies,May,583900.0,104451.0
Furniture,Jul,171256.0,30842.0
Furniture,May,204798.0,38555.0
