region,month_name,total_sales
South,Mar,218928.0
South,Jan,191454.0
East,Apr,308405.0
East,Nov,320274.0
Central,May,270044.0
East,Mar,287432.0
Central,Oct,240338.0
South,Nov,168933.0
Central,Apr,260681.0
South,Jul,149927.0
Central,Mar,284533.0
East,Jan,301505.0
West,Apr,301518.0
East,Sep,278148.0
South,Sep,194377.0
West,Aug,283320.0
Central,Nov,262958.0
South,Feb,210954.0
West,Mar,332646.0
South,Dec,218225.0
East,Feb,285571.0
West,Dec,371484.0
West,Sep,294824.0
Central,Sep,249638.0
South,Aug,196551.0
East,Jun,253227.0
West,Jan,362933.0
South,Apr,170376.0
Central,Dec,279305.0
West,Oct,337014.0
Central,Jun,242769.0
Central,Aug,218686.0
East,Oct,336909.0
West,Jun,308134.0
West,Jul,312551.0
West,Nov,307438.0
East,Dec,334676.0
South,Jun,184046.0
East,Jul,291173.0
East,May,274009.0
South,Oct,207828.0
Central,Jul,241221.0
Central,Jan,261295.0
East,Aug,314013.0
Central,Feb,242420.0
South,May,198079.0
West,May,321168.0
West,Feb,252531.0
