region,month_name,total_sales
South,Mar,210628.0
South,Jan,183756.0
East,Apr,297627.0
East,Nov,304725.0
Central,May,250270.0
East,Mar,277337.0
Central,Oct,228638.0
South,Nov,163316.0
Central,Apr,245025.0
South,Jul,136674.0
Central,Mar,279605.0
East,Jan,291828.0
West,Apr,284451.0
East,Sep,269027.0
South,Sep,185396.0
West,Aug,271476.0
Central,Nov,244484.0
South,Feb,201276.0
West,Mar,308704.0
South,Dec,205970.0
East,Feb,273664.0
West,Dec,354849.0
West,Sep,282283.0
Central,Sep,236695.0
South,Aug,187546.0
East,Jun,241195.0
West,Jan,347776.0
South,Apr,166952.0
Central,Dec,261274.0
West,Oct,315513.0
Central,Jun,231234.0
Central,Aug,210319.0
East,Oct,325195.0
West,Jun,293107.0
West,Jul,296729.0
West,Nov,298123.0
East,Dec,310811.0
South,Jun,175249.0
East,Jul,274443.0
East,May,266202.0
South,Oct,197057.0
Central,Jul,228591.0
Central,Jan,250471.0
East,Aug,298703.0
Central,Feb,232288.0
South,May,186480.0
West,May,295032.0
West,Feb,229458.0
