category,month,total_sales,total_profit
Furniture,Sep,290876.0,50170.0
Furniture,Oct,256451.0,47170.0
Furniture,Mar,321762.0,56445.0
Office Supplies,Feb,761177.0,133611.0
Technology,Jul,302389.0,53891.0
Office Supplies,Dec,932834.0,165002.0
Furniture,Aug,283762.0,50823.0
Office Supplies,Jul,801141.0,141727.0
Office Supplies,Jun,755024.0,134872.0
Technology,Sep,239325.0,41383.0
Technology,Dec,321855.0,56459.0
Technology,Jun,329279.0,59881.0
Office Supplies,Jan,883525.0,159388.0
Technology,Aug,316736.0,54462.0
Technology,Oct,359295.0,60215.0
Technology,Jan,322250.0,59644.0
Office Supplies,Mar,833360.0,140440.0
Office Supplies,Aug,742078.0,134419.0
Office Supplies,Sep,791669.0,136985.0
Office Supplies,Oct,833020.0,143686.0
Furniture,Nov,281797.0,48238.0
Office Supplies,Nov,784661.0,135312.0
Technology,May,301022.0,52077.0
Furniture,Feb,227275.0,41581.0
Office Supplies,Apr,767706.0,135681.0
Furniture,Jan,277880.0,49751.0
Furniture,Jun,278050.0,47473.0
Technology,Nov,337072.0,60501.0
Technology,Mar,286311.0,50503.0
Technology,Feb,280615.0,47125.0
Furniture,Apr,322046.0,57267.0
Technology,Apr,305015.0,53037.0
Furniture,Dec,307645.0,55683.0
Office Supplies,May,833716.0,148459.0
Furniture,Jul,253611.0,44375.0
Furniture,May,303065.0,55856.0
