region,month_name,total_sales
South,Mar,216710.0
South,Jan,189780.0
East,Apr,306234.0
East,Nov,311983.0
Central,May,267402.0
East,Mar,285808.0
Central,Oct,237497.0
South,Nov,165813.0
Central,Apr,252484.0
South,Jul,142279.0
Central,Mar,282362.0
East,Jan,299172.0
West,Apr,295830.0
East,Sep,275215.0
South,Sep,191319.0
West,Aug,281902.0
Central,Nov,260464.0
South,Feb,207842.0
West,Mar,321308.0
South,Dec,208237.0
East,Feb,282174.0
West,Dec,367040.0
West,Sep,292684.0
Central,Sep,247842.0
South,Aug,194583.0
East,Jun,249137.0
West,Jan,357847.0
South,Apr,169241.0
Central,Dec,267973.0
West,Oct,323270.0
Central,Jun,239976.0
Central,Aug,215641.0
East,Oct,334757.0
West,Jun,302187.0
West,Jul,308938.0
West,Nov,303489.0
East,Dec,321298.0
South,Jun,182923.0
East,Jul,288916.0
East,May,270881.0
South,Oct,202846.0
Central,Jul,237355.0
Central,Jan,258222.0
East,Aug,307830.0
Central,Feb,240207.0
South,May,195459.0
West,May,309004.0
West,Feb,250358.0
