category,month,total_sales,total_profit
Furniture,Sep,230348.0,40140.0
Furniture,Oct,199578.0,36468.0
Furniture,Mar,243806.0,43788.0
Office Supplies,Feb,579531.0,102744.0
Technology,Jul,209981.0,37280.0
Office Supplies,Dec,699517.0,125659.0
Furniture,Aug,203476.0,36486.0
Office Supplies,Jul,564855.0,101153.0
Office Supplies,Jun,505913.0,91089.0
Technology,Sep,183693.0,31796.0
Technology,Dec,237108.0,41509.0
Technology,Jun,251460.0,45210.0
Office Supplies,Jan,656132.0,118988.0
Technology,Aug,211129.0,36749.0
Technology,Oct,261025.0,42921.0
Technology,Jan,238581.0,44652.0
Office Supplies,Mar,627824.0,106335.0
Office Supplies,Aug,563349.0,103035.0
Office Supplies,Sep,574958.0,98539.0
Office Supplies,Oct,619330.0,106505.0
Furniture,Nov,199941.0,34200.0
Office Supplies,Nov,567981.0,97433.0
Technology,May,213190.0,36004.0
Furniture,Feb,171595.0,32194.0
Office Supplies,Apr,555280.0,99635.0
Furniture,Jan,193793.0,34145.0
Furniture,Jun,195064.0,35206.0
Technology,Nov,251867.0,44148.0
Technology,Mar,213352.0,37533.0
Technology,Feb,198228.0,32284.0
Furniture,Apr,227325.0,41081.0
Technology,Apr,224077.0,38859.0
Furniture,Dec,206512.0,36980.0
Office Supplies,May,590089.0,105605.0
Furniture,Jul,172357.0,30997.0
Furniture,May,206332.0,38883.0
