category,month,total_sales,total_profit
Furniture,Sep,235199.0,40979.0
Furniture,Oct,203414.0,37156.0
Furniture,Mar,251897.0,45430.0
Office Supplies,Feb,601502.0,106351.0
Technology,Jul,226659.0,40539.0
Office Supplies,Dec,726299.0,130404.0
Furniture,Aug,212038.0,38119.0
Office Supplies,Jul,587516.0,104805.0
Office Supplies,Jun,521703.0,93794.0
Technology,Sep,188530.0,32733.0
Technology,Dec,252042.0,44839.0
Technology,Jun,259886.0,46935.0
Office Supplies,Jan,669710.0,121378.0
Technology,Aug,217955.0,38033.0
Technology,Oct,274452.0,45036.0
Technology,Jan,242091.0,45370.0
Office Supplies,Mar,641588.0,108688.0
Office Supplies,Aug,580940.0,106183.0
Office Supplies,Sep,590526.0,101484.0
Office Supplies,Oct,640812.0,110227.0
Furniture,Nov,211382.0,35375.0
Office Supplies,Nov,587754.0,100796.0
Technology,May,220686.0,37340.0
Furniture,Feb,178574.0,33195.0
Office Supplies,Apr,569669.0,102137.0
Furniture,Jan,203213.0,35510.0
Furniture,Jun,200574.0,36303.0
Technology,Nov,257051.0,44988.0
Technology,Mar,220569.0,38937.0
Technology,Feb,205405.0,33477.0
Furniture,Apr,231624.0,41714.0
Technology,Apr,234113.0,40651.0
Furniture,Dec,212774.0,38075.0
Office Supplies,May,619492.0,110087.0
Furniture,Jul,177670.0,31973.0
Furniture,May,212246.0,40107.0
