region,month_name,total_sales
South,Mar,295959.0
South,Jan,260576.0
East,Apr,440569.0
East,Nov,427297.0
Central,May,371045.0
East,Mar,404262.0
Central,Oct,312846.0
South,Nov,223349.0
Central,Apr,343526.0
South,Jul,213069.0
Central,Mar,354463.0
East,Jan,418386.0
West,Apr,420789.0
East,Sep,394497.0
South,Sep,256149.0
West,Aug,400332.0
Central,Nov,342580.0
South,Feb,259302.0
West,Mar,425247.0
South,Dec,296004.0
East,Feb,362350.0
West,Dec,509516.0
West,Sep,390432.0
Central,Sep,312323.0
South,Aug,279936.0
East,Jun,339913.0
West,Jan,482897.0
South,Apr,232370.0
Central,Dec,356311.0
West,Oct,453788.0
Central,Jun,335500.0
Central,Aug,283764.0
East,Oct,461662.0
West,Jun,466454.0
West,Jul,413345.0
West,Nov,434789.0
East,Dec,426786.0
South,Jun,260361.0
East,Jul,413964.0
East,May,367713.0
South,Oct,266281.0
Central,Jul,355503.0
Central,Jan,351271.0
East,Aug,406885.0
Central,Feb,327373.0
South,May,264815.0
West,May,474299.0
West,Feb,351618.0
