category,month,total_sales,total_profit
Furniture,Sep,243173.0,42537.0
Furniture,Oct,207184.0,37974.0
Furniture,Mar,262355.0,46746.0
Office Supplies,Feb,624221.0,110439.0
Technology,Jul,239806.0,42815.0
Office Supplies,Dec,758612.0,136206.0
Furniture,Aug,226605.0,39913.0
Office Supplies,Jul,608707.0,108479.0
Office Supplies,Jun,536392.0,96183.0
Technology,Sep,193384.0,33660.0
Technology,Dec,256798.0,45619.0
Technology,Jun,265602.0,47772.0
Office Supplies,Jan,699039.0,126833.0
Technology,Aug,228621.0,39492.0
Technology,Oct,281302.0,46237.0
Technology,Jan,248098.0,46545.0
Office Supplies,Mar,659597.0,111347.0
Office Supplies,Aug,603467.0,110631.0
Office Supplies,Sep,602072.0,103304.0
Office Supplies,Oct,654404.0,112530.0
Furniture,Nov,219062.0,36960.0
Office Supplies,Nov,604156.0,103623.0
Technology,May,235180.0,39721.0
Furniture,Feb,183768.0,33995.0
Office Supplies,Apr,586813.0,105018.0
Furniture,Jan,207571.0,36329.0
Furniture,Jun,205418.0,37002.0
Technology,Nov,265347.0,46451.0
Technology,Mar,229841.0,40621.0
Technology,Feb,211693.0,34565.0
Furniture,Apr,238995.0,43096.0
Technology,Apr,239899.0,41761.0
Furniture,Dec,216636.0,38859.0
Office Supplies,May,638740.0,113593.0
Furniture,Jul,183376.0,32873.0
Furniture,May,215810.0,40777.0
