segment,month_name,total_sales,total_profit
Corporate,Oct,368312.0,62797.0
Home Office,Jul,226980.0,38920.0
Consumer,Jul,563749.0,100262.0
Corporate,Mar,347891.0,59086.0
Consumer,Nov,543347.0,93772.0
Home Office,Aug,196593.0,33227.0
Consumer,Aug,619040.0,112772.0
Corporate,Aug,324265.0,57562.0
Home Office,Apr,202426.0,36452.0
Consumer,Jun,587782.0,104403.0
Consumer,May,586024.0,103960.0
Home Office,Sep,175298.0,29013.0
Corporate,Jul,305041.0,55851.0
Corporate,Dec,437814.0,79918.0
Corporate,May,377510.0,66534.0
Corporate,Apr,347440.0,60736.0
Home Office,May,216124.0,40290.0
Home Office,Jan,232675.0,42815.0
Home Office,Jun,189239.0,34475.0
Consumer,Sep,598466.0,103864.0
Home Office,Mar,240624.0,38909.0
Consumer,Apr,611606.0,108779.0
Home Office,Nov,218753.0,38400.0
Home Office,Oct,227591.0,39432.0
Consumer,Dec,672081.0,120809.0
Corporate,Nov,388216.0,65471.0
Corporate,Sep,322411.0,56430.0
Corporate,Feb,345503.0,58787.0
Home Office,Feb,200953.0,35794.0
Consumer,Mar,623827.0,110360.0
Consumer,Oct,619281.0,106578.0
Corporate,Jan,404033.0,70658.0
Consumer,Jan,595520.0,110188.0
Corporate,Jun,334180.0,59401.0
Home Office,Dec,220935.0,37131.0
Consumer,Feb,559060.0,99090.0
