segment,month_name,total_sales,total_profit
Corporate,Oct,358157.0,61040.0
Home Office,Jul,216779.0,37166.0
Consumer,Jul,536358.0,95678.0
Corporate,Mar,329808.0,57211.0
Consumer,Nov,518308.0,89505.0
Home Office,Aug,184256.0,31050.0
Consumer,Aug,587869.0,108156.0
Corporate,Aug,309659.0,54964.0
Home Office,Apr,190302.0,34172.0
Consumer,Jun,548854.0,98243.0
Consumer,May,558324.0,99080.0
Home Office,Sep,167739.0,27947.0
Corporate,Jul,293216.0,53788.0
Corporate,Dec,428158.0,78226.0
Corporate,May,359124.0,62724.0
Corporate,Apr,332034.0,57951.0
Home Office,May,195293.0,35972.0
Home Office,Jan,225079.0,41377.0
Home Office,Jun,176894.0,32685.0
Consumer,Sep,572656.0,99021.0
Home Office,Mar,230513.0,36875.0
Consumer,Apr,569215.0,102259.0
Home Office,Nov,211230.0,37185.0
Home Office,Oct,220913.0,38101.0
Consumer,Dec,624367.0,111933.0
Corporate,Nov,377579.0,63464.0
Corporate,Sep,312326.0,54809.0
Corporate,Feb,327553.0,55628.0
Home Office,Feb,185150.0,33169.0
Consumer,Mar,607536.0,107494.0
Consumer,Oct,578062.0,100297.0
Corporate,Jan,395233.0,69215.0
Consumer,Jan,565412.0,105109.0
Corporate,Jun,326448.0,58096.0
Home Office,Dec,197298.0,33408.0
Consumer,Feb,522317.0,92503.0
