region,month_name,total_sales
South,Mar,270263.0
South,Jan,242406.0
East,Apr,407200.0
East,Nov,392710.0
Central,May,343568.0
East,Mar,352863.0
Central,Oct,284516.0
South,Nov,206659.0
Central,Apr,312438.0
South,Jul,194661.0
Central,Mar,337736.0
East,Jan,385995.0
West,Apr,397168.0
East,Sep,359879.0
South,Sep,237543.0
West,Aug,371842.0
Central,Nov,319706.0
South,Feb,242049.0
West,Mar,393060.0
South,Dec,277610.0
East,Feb,338122.0
West,Dec,469788.0
West,Sep,355979.0
Central,Sep,293299.0
South,Aug,250576.0
East,Jun,317108.0
West,Jan,454302.0
South,Apr,204829.0
Central,Dec,339124.0
West,Oct,416653.0
Central,Jun,313015.0
Central,Aug,266856.0
East,Oct,422905.0
West,Jun,418949.0
West,Jul,382364.0
West,Nov,402349.0
East,Dec,406993.0
South,Jun,227620.0
East,Jul,385942.0
East,May,332110.0
South,Oct,248967.0
Central,Jul,317672.0
Central,Jan,321101.0
East,Aug,385889.0
Central,Feb,301605.0
South,May,247445.0
West,May,429132.0
West,Feb,327732.0
