segment,month_name,total_sales,total_profit
Corporate,Oct,349984.0,59548.0
Home Office,Jul,210536.0,35903.0
Consumer,Jul,515559.0,92507.0
Corporate,Mar,320648.0,55325.0
Consumer,Nov,497810.0,85981.0
Home Office,Aug,172796.0,29966.0
Consumer,Aug,567631.0,104393.0
Corporate,Aug,300723.0,53426.0
Home Office,Apr,184729.0,33193.0
Consumer,Jun,511338.0,91298.0
Consumer,May,537349.0,95812.0
Home Office,Sep,163977.0,27264.0
Corporate,Jul,286907.0,52603.0
Corporate,Dec,419293.0,76938.0
Corporate,May,349550.0,61142.0
Corporate,Apr,321884.0,56148.0
Home Office,May,188887.0,34451.0
Home Office,Jan,220121.0,40500.0
Home Office,Jun,170816.0,31941.0
Consumer,Sep,559820.0,96923.0
Home Office,Mar,225506.0,36094.0
Consumer,Apr,544585.0,97790.0
Home Office,Nov,205862.0,36285.0
Home Office,Oct,216716.0,37327.0
Consumer,Dec,599667.0,108444.0
Corporate,Nov,368732.0,61865.0
Corporate,Sep,305099.0,53675.0
Corporate,Feb,319641.0,54272.0
Home Office,Feb,180616.0,32427.0
Consumer,Mar,595363.0,105404.0
Consumer,Oct,566502.0,97971.0
Corporate,Jan,383504.0,67387.0
Consumer,Jan,536618.0,99254.0
Corporate,Jun,315399.0,56058.0
Home Office,Dec,193990.0,32749.0
Consumer,Feb,505455.0,89906.0
