region,month_name,total_sales
South,Mar,244469.0
South,Jan,217947.0
East,Apr,351335.0
East,Nov,352781.0
Central,May,305025.0
East,Mar,316738.0
Central,Oct,261631.0
South,Nov,184442.0
Central,Apr,284909.0
South,Jul,167541.0
Central,Mar,311869.0
East,Jan,340144.0
West,Apr,351562.0
East,Sep,301050.0
South,Sep,209226.0
West,Aug,332122.0
Central,Nov,286422.0
South,Feb,228131.0
West,Mar,357962.0
South,Dec,252840.0
East,Feb,311852.0
West,Dec,421722.0
West,Sep,331357.0
Central,Sep,274245.0
South,Aug,229931.0
East,Jun,291821.0
West,Jan,412337.0
South,Apr,189887.0
Central,Dec,310285.0
West,Oct,373378.0
Central,Jun,272600.0
Central,Aug,243021.0
East,Oct,375911.0
West,Jun,368264.0
West,Jul,352975.0
West,Nov,354548.0
East,Dec,369566.0
South,Jun,206730.0
East,Jul,328142.0
East,May,299787.0
South,Oct,224501.0
Central,Jul,276505.0
Central,Jan,294360.0
East,Aug,350273.0
Central,Feb,276002.0
South,May,211204.0
West,May,382128.0
West,Feb,300446.0
