category,month,total_sales,total_profit
Furniture,Sep,259907.0,44975.0
Furniture,Oct,224080.0,41258.0
Furniture,Mar,295018.0,51442.0
Office Supplies,Feb,681117.0,119586.0
Technology,Jul,261159.0,46886.0
Office Supplies,Dec,842559.0,149879.0
Furniture,Aug,251647.0,44775.0
Office Supplies,Jul,685967.0,122406.0
Office Supplies,Jun,638082.0,113588.0
Technology,Sep,211120.0,36876.0
Technology,Dec,278354.0,49182.0
Technology,Jun,293727.0,52978.0
Office Supplies,Jan,787841.0,142515.0
Technology,Aug,266720.0,46609.0
Technology,Oct,320584.0,53233.0
Technology,Jan,267717.0,49885.0
Office Supplies,Mar,715436.0,121156.0
Office Supplies,Aug,664294.0,120166.0
Office Supplies,Sep,675217.0,116447.0
Office Supplies,Oct,733642.0,126238.0
Furniture,Nov,246457.0,42038.0
Office Supplies,Nov,677592.0,117302.0
Technology,May,266104.0,45874.0
Furniture,Feb,203390.0,37263.0
Office Supplies,Apr,664103.0,117762.0
Furniture,Jan,243022.0,43098.0
Furniture,Jun,236276.0,42167.0
Technology,Nov,290411.0,51368.0
Technology,Mar,252060.0,44531.0
Technology,Feb,253228.0,42451.0
Furniture,Apr,274386.0,49044.0
Technology,Apr,273332.0,47500.0
Furniture,Dec,262962.0,48167.0
Office Supplies,May,731233.0,130223.0
Furniture,Jul,209056.0,37047.0
Furniture,May,233282.0,43535.0
