category,month,total_sales,total_profit
Furniture,Sep,265179.0,46029.0
Furniture,Oct,234822.0,43051.0
Furniture,Mar,300614.0,52630.0
Office Supplies,Feb,695347.0,122028.0
Technology,Jul,276069.0,49189.0
Office Supplies,Dec,861329.0,153032.0
Furniture,Aug,260001.0,45943.0
Office Supplies,Jul,720211.0,126897.0
Office Supplies,Jun,666739.0,118377.0
Technology,Sep,216333.0,37870.0
Technology,Dec,289558.0,51397.0
Technology,Jun,302106.0,54570.0
Office Supplies,Jan,806944.0,145404.0
Technology,Aug,275093.0,47854.0
Technology,Oct,325354.0,53945.0
Technology,Jan,286179.0,53200.0
Office Supplies,Mar,739085.0,125084.0
Office Supplies,Aug,680404.0,122792.0
Office Supplies,Sep,694059.0,119872.0
Office Supplies,Oct,761691.0,132338.0
Furniture,Nov,252578.0,43032.0
Office Supplies,Nov,703883.0,121206.0
Technology,May,272153.0,47054.0
Furniture,Feb,207629.0,38194.0
Office Supplies,Apr,685905.0,121936.0
Furniture,Jan,250718.0,44355.0
Furniture,Jun,254235.0,44227.0
Technology,Nov,297098.0,52495.0
Technology,Mar,260351.0,45941.0
Technology,Feb,260888.0,43908.0
Furniture,Apr,289289.0,52159.0
Technology,Apr,281363.0,48790.0
Furniture,Dec,271341.0,49796.0
Office Supplies,May,749309.0,133605.0
Furniture,Jul,216591.0,38273.0
Furniture,May,239485.0,44605.0
