region,month_name,total_sales
South,Mar,227240.0
South,Jan,208983.0
East,Apr,324999.0
East,Nov,331684.0
Central,May,276833.0
East,Mar,298698.0
Central,Oct,245971.0
South,Nov,175630.0
Central,Apr,272029.0
South,Jul,156552.0
Central,Mar,296345.0
East,Jan,316244.0
West,Apr,314115.0
East,Sep,286844.0
South,Sep,196953.0
West,Aug,310638.0
Central,Nov,271850.0
South,Feb,213870.0
West,Mar,343353.0
South,Dec,233402.0
East,Feb,295868.0
West,Dec,382319.0
West,Sep,310848.0
Central,Sep,256020.0
South,Aug,208565.0
East,Jun,269772.0
West,Jan,387688.0
South,Apr,177977.0
Central,Dec,287032.0
West,Oct,349247.0
Central,Jun,249411.0
Central,Aug,228024.0
East,Oct,347398.0
West,Jun,332594.0
West,Jul,326874.0
West,Nov,326775.0
East,Dec,345793.0
South,Jun,185834.0
East,Jul,303170.0
East,May,282780.0
South,Oct,213277.0
Central,Jul,257717.0
Central,Jan,270785.0
East,Aug,331096.0
Central,Feb,251011.0
South,May,206197.0
West,May,336671.0
West,Feb,271820.0
