region,month_name,total_sales
South,Mar,242607.0
South,Jan,215498.0
East,Apr,347147.0
East,Nov,347779.0
Central,May,302633.0
East,Mar,312920.0
Central,Oct,259775.0
South,Nov,183982.0
Central,Apr,282785.0
South,Jul,165226.0
Central,Mar,308683.0
East,Jan,326011.0
West,Apr,344705.0
East,Sep,298740.0
South,Sep,204578.0
West,Aug,326792.0
Central,Nov,283692.0
South,Feb,227017.0
West,Mar,353653.0
South,Dec,251381.0
East,Feb,310386.0
West,Dec,410180.0
West,Sep,326510.0
Central,Sep,270965.0
South,Aug,229302.0
East,Jun,286950.0
West,Jan,405926.0
South,Apr,189672.0
Central,Dec,306281.0
West,Oct,369859.0
Central,Jun,270399.0
Central,Aug,241611.0
East,Oct,373616.0
West,Jun,364353.0
West,Jul,346695.0
West,Nov,337804.0
East,Dec,365983.0
South,Jun,198374.0
East,Jul,314043.0
East,May,294901.0
South,Oct,223712.0
Central,Jul,274105.0
Central,Jan,290890.0
East,Aug,345547.0
Central,Feb,274297.0
South,May,210757.0
West,May,376509.0
West,Feb,295828.0
