region,month_name,total_sales
South,Mar,282386.0
South,Jan,243386.0
East,Apr,416947.0
East,Nov,397629.0
Central,May,348025.0
East,Mar,366504.0
Central,Oct,287506.0
South,Nov,210416.0
Central,Apr,315530.0
South,Jul,201433.0
Central,Mar,340128.0
East,Jan,398354.0
West,Apr,400881.0
East,Sep,363490.0
South,Sep,242145.0
West,Aug,374266.0
Central,Nov,322056.0
South,Feb,244611.0
West,Mar,404803.0
South,Dec,282917.0
East,Feb,341430.0
West,Dec,476310.0
West,Sep,361314.0
Central,Sep,295472.0
South,Aug,254791.0
East,Jun,322420.0
West,Jan,458024.0
South,Apr,209345.0
Central,Dec,342983.0
West,Oct,419250.0
Central,Jun,315833.0
Central,Aug,269142.0
East,Oct,425320.0
West,Jun,422466.0
West,Jul,384964.0
West,Nov,406063.0
East,Dec,409813.0
South,Jun,230704.0
East,Jul,387243.0
East,May,334219.0
South,Oct,250993.0
Central,Jul,321436.0
Central,Jan,322784.0
East,Aug,387698.0
Central,Feb,305430.0
South,May,249503.0
West,May,440478.0
West,Feb,329327.0
