segment,month_name,total_sales,total_profit
Corporate,Oct,417114.0,72650.0
Home Office,Jul,283736.0,48681.0
Consumer,Jul,647339.0,113391.0
Corporate,Mar,404279.0,69019.0
Consumer,Nov,625650.0,107837.0
Home Office,Aug,220671.0,37326.0
Consumer,Aug,689407.0,126158.0
Corporate,Aug,375819.0,66174.0
Home Office,Apr,225214.0,40014.0
Consumer,Jun,678248.0,119072.0
Consumer,May,680956.0,120201.0
Home Office,Sep,212011.0,35681.0
Corporate,Jul,364001.0,66070.0
Corporate,Dec,486389.0,88526.0
Corporate,May,420066.0,74090.0
Corporate,Apr,428151.0,74300.0
Home Office,May,271203.0,50169.0
Home Office,Jan,274803.0,50040.0
Home Office,Jun,230010.0,41481.0
Consumer,Sep,685502.0,119203.0
Home Office,Mar,275355.0,45563.0
Consumer,Apr,689338.0,123478.0
Home Office,Nov,249855.0,43210.0
Home Office,Oct,274775.0,48287.0
Consumer,Dec,767430.0,135780.0
Corporate,Nov,460659.0,80472.0
Corporate,Sep,364908.0,63987.0
Corporate,Feb,378246.0,64392.0
Home Office,Feb,222703.0,40120.0
Consumer,Mar,714187.0,124764.0
Consumer,Oct,691180.0,118890.0
Corporate,Jan,450419.0,79335.0
Consumer,Jan,697326.0,128584.0
Corporate,Jun,383165.0,68792.0
Home Office,Dec,258204.0,43589.0
Consumer,Feb,619849.0,109813.0
