segment,month_name,total_sales,total_profit
Corporate,Oct,364803.0,62144.0
Home Office,Jul,224011.0,38392.0
Consumer,Jul,557437.0,99061.0
Corporate,Mar,336373.0,58244.0
Consumer,Nov,530803.0,91616.0
Home Office,Aug,193481.0,32695.0
Consumer,Aug,610342.0,111561.0
Corporate,Aug,320218.0,56904.0
Home Office,Apr,199266.0,35631.0
Consumer,Jun,562670.0,100415.0
Consumer,May,581062.0,102979.0
Home Office,Sep,174096.0,28828.0
Corporate,Jul,302504.0,55407.0
Corporate,Dec,434719.0,79351.0
Corporate,May,373187.0,65766.0
Corporate,Apr,341925.0,59946.0
Home Office,May,203404.0,37099.0
Home Office,Jan,231000.0,42500.0
Home Office,Jun,183985.0,33938.0
Consumer,Sep,590937.0,102566.0
Home Office,Mar,239822.0,38786.0
Consumer,Apr,598584.0,107033.0
Home Office,Nov,217897.0,38273.0
Home Office,Oct,224933.0,38984.0
Consumer,Dec,667376.0,119882.0
Corporate,Nov,385078.0,64994.0
Corporate,Sep,319498.0,55870.0
Corporate,Feb,341090.0,57953.0
Home Office,Feb,197225.0,35200.0
Consumer,Mar,616130.0,108878.0
Consumer,Oct,610189.0,105154.0
Corporate,Jan,401830.0,70266.0
Consumer,Jan,576662.0,106908.0
Corporate,Jun,330915.0,58867.0
Home Office,Dec,218603.0,36670.0
Consumer,Feb,544461.0,95533.0
