region,month_name,total_sales
South,Mar,264379.0
South,Jan,230340.0
East,Apr,387456.0
East,Nov,378035.0
Central,May,324757.0
East,Mar,341162.0
Central,Oct,280352.0
South,Nov,198393.0
Central,Apr,305237.0
South,Jul,186388.0
Central,Mar,329104.0
East,Jan,377957.0
West,Apr,386938.0
East,Sep,347631.0
South,Sep,229462.0
West,Aug,359493.0
Central,Nov,313309.0
South,Feb,236969.0
West,Mar,381597.0
South,Dec,271345.0
East,Feb,327147.0
West,Dec,455691.0
West,Sep,345881.0
Central,Sep,288543.0
South,Aug,248365.0
East,Jun,307621.0
West,Jan,439747.0
South,Apr,199478.0
Central,Dec,322572.0
West,Oct,406941.0
Central,Jun,304504.0
Central,Aug,259133.0
East,Oct,411386.0
West,Jun,405848.0
West,Jul,373072.0
West,Nov,390171.0
East,Dec,394074.0
South,Jun,221642.0
East,Jul,363132.0
East,May,318230.0
South,Oct,238670.0
Central,Jul,309356.0
Central,Jan,315134.0
East,Aug,366293.0
Central,Feb,293905.0
South,May,234220.0
West,May,404584.0
West,Feb,315918.0
