state,total_sales,total_customers
Alabama,112253.0,70
Arizona,436127.0,224
Arkansas,89631.0,21
California,3553537.0,1693
Colorado,445842.0,228
Connecticut,137562.0,74
Delaware,117641.0,56
District of Columbia,17817.0,14
Florida,661664.0,290
Georgia,256890.0,153
Illinois,929075.0,464
Indiana,222503.0,114
Iowa,38719.0,22
Kansas,44332.0,12
Kentucky,352633.0,141
Louisiana,87726.0,41
Maryland,52314.0,27
Massachusetts,235077.0,117
Michigan,312092.0,152
Minnesota,266066.0,123
Mississippi,99123.0,48
Missouri,127928.0,64
Nebraska,20843.0,12
Nevada,37964.0,21
New Hampshire,40223.0,24
New Jersey,270642.0,129
New Mexico,48492.0,33
New York,1782727.0,886
North Carolina,537086.0,309
Ohio,816703.0,410
Oklahoma,67336.0,34
Oregon,69151.0,32
Pennsylvania,970831.0,501
Rhode Island,93602.0,54
South Dakota,19956.0,10
Tennessee,274828.0,149
Texas,1694679.0,827
Utah,85612.0,55
Virginia,344758.0,165
Washington,875110.0,428
Wisconsin,126151.0,87
