category,month,total_sales,total_profit
Furniture,Sep,256117.0,44474.0
Furniture,Oct,220616.0,40579.0
Furniture,Mar,290229.0,50680.0
Office Supplies,Feb,671232.0,117943.0
Technology,Jul,257399.0,46079.0
Office Supplies,Dec,831790.0,148236.0
Furniture,Aug,247912.0,44033.0
Office Supplies,Jul,670517.0,120029.0
Office Supplies,Jun,628307.0,112079.0
Technology,Sep,209222.0,36509.0
Technology,Dec,274403.0,48395.0
Technology,Jun,288493.0,52060.0
Office Supplies,Jan,772279.0,139940.0
Technology,Aug,258465.0,44988.0
Technology,Oct,297829.0,48986.0
Technology,Jan,263672.0,49165.0
Office Supplies,Mar,703018.0,118957.0
Office Supplies,Aug,655408.0,118478.0
Office Supplies,Sep,666803.0,114989.0
Office Supplies,Oct,722288.0,124243.0
Furniture,Nov,243182.0,41478.0
Office Supplies,Nov,670000.0,115999.0
Technology,May,263417.0,45395.0
Furniture,Feb,200812.0,36764.0
Office Supplies,Apr,645702.0,114719.0
Furniture,Jan,238471.0,42201.0
Furniture,Jun,231407.0,41323.0
Technology,Nov,287446.0,50842.0
Technology,Mar,247626.0,43757.0
Technology,Feb,250095.0,41965.0
Furniture,Apr,267755.0,47937.0
Technology,Apr,271175.0,47118.0
Furniture,Dec,258334.0,47487.0
Office Supplies,May,722197.0,128733.0
Furniture,Jul,206770.0,36547.0
Furniture,May,227903.0,42754.0
