region,month_name,total_sales
South,Mar,210180.0
South,Jan,183756.0
East,Apr,295588.0
East,Nov,303716.0
Central,May,249792.0
East,Mar,276535.0
Central,Oct,228486.0
South,Nov,163316.0
Central,Apr,243974.0
South,Jul,136674.0
Central,Mar,279273.0
East,Jan,291543.0
West,Apr,284451.0
East,Sep,268648.0
South,Sep,185396.0
West,Aug,270945.0
Central,Nov,243217.0
South,Feb,201217.0
West,Mar,307990.0
South,Dec,205970.0
East,Feb,265956.0
West,Dec,354849.0
West,Sep,282283.0
Central,Sep,236695.0
South,Aug,187546.0
East,Jun,241195.0
West,Jan,347438.0
South,Apr,166780.0
Central,Dec,260641.0
West,Oct,315099.0
Central,Jun,231234.0
Central,Aug,209425.0
East,Oct,324904.0
West,Jun,293107.0
West,Jul,290731.0
West,Nov,297911.0
East,Dec,297897.0
South,Jun,174934.0
East,Jul,273770.0
East,May,266202.0
South,Oct,196235.0
Central,Jul,227795.0
Central,Jan,249841.0
East,Aug,298608.0
Central,Feb,231889.0
South,May,186480.0
West,May,294532.0
West,Feb,228981.0
