category,month,total_sales,total_profit
Furniture,Sep,246071.0,42998.0
Furniture,Oct,210606.0,38617.0
Furniture,Mar,265371.0,47253.0
Office Supplies,Feb,638040.0,111960.0
Technology,Jul,242197.0,43211.0
Office Supplies,Dec,772335.0,138428.0
Furniture,Aug,232733.0,41064.0
Office Supplies,Jul,619256.0,110296.0
Office Supplies,Jun,562924.0,100894.0
Technology,Sep,196425.0,34274.0
Technology,Dec,262187.0,46414.0
Technology,Jun,278863.0,50402.0
Office Supplies,Jan,713227.0,129229.0
Technology,Aug,241056.0,41773.0
Technology,Oct,283249.0,46537.0
Technology,Jan,250215.0,46827.0
Office Supplies,Mar,670288.0,113224.0
Office Supplies,Aug,611352.0,111874.0
Office Supplies,Sep,618738.0,106497.0
Office Supplies,Oct,664086.0,114461.0
Furniture,Nov,227505.0,38134.0
Office Supplies,Nov,612405.0,105148.0
Technology,May,238019.0,40148.0
Furniture,Feb,186854.0,34619.0
Office Supplies,Apr,602892.0,107868.0
Furniture,Jan,223522.0,39864.0
Furniture,Jun,212223.0,37940.0
Technology,Nov,269044.0,47247.0
Technology,Mar,234019.0,41435.0
Technology,Feb,226217.0,36750.0
Furniture,Apr,245386.0,44225.0
Technology,Apr,244556.0,42534.0
Furniture,Dec,220601.0,39558.0
Office Supplies,May,657574.0,116465.0
Furniture,Jul,185700.0,33253.0
Furniture,May,218605.0,41328.0
