category,month,total_sales,total_profit
Furniture,Sep,243173.0,42537.0
Furniture,Oct,207445.0,38037.0
Furniture,Mar,262584.0,46782.0
Office Supplies,Feb,624404.0,110461.0
Technology,Jul,239806.0,42815.0
Office Supplies,Dec,759078.0,136258.0
Furniture,Aug,227406.0,40017.0
Office Supplies,Jul,610280.0,108665.0
Office Supplies,Jun,547429.0,98089.0
Technology,Sep,193856.0,33768.0
Technology,Dec,257178.0,45643.0
Technology,Jun,265602.0,47772.0
Office Supplies,Jan,700593.0,127150.0
Technology,Aug,236330.0,41023.0
Technology,Oct,281738.0,46313.0
Technology,Jan,248098.0,46545.0
Office Supplies,Mar,661663.0,111694.0
Office Supplies,Aug,603833.0,110670.0
Office Supplies,Sep,602533.0,103408.0
Office Supplies,Oct,656493.0,112908.0
Furniture,Nov,220087.0,37152.0
Office Supplies,Nov,604651.0,103713.0
Technology,May,235180.0,39721.0
Furniture,Feb,183873.0,34010.0
Office Supplies,Apr,588996.0,105328.0
Furniture,Jan,209313.0,36526.0
Furniture,Jun,205418.0,37002.0
Technology,Nov,265453.0,46470.0
Technology,Mar,230729.0,40859.0
Technology,Feb,212419.0,34680.0
Furniture,Apr,240262.0,43369.0
Technology,Apr,240966.0,41954.0
Furniture,Dec,217498.0,39040.0
Office Supplies,May,639593.0,113730.0
Furniture,Jul,183376.0,32873.0
Furniture,May,216059.0,40814.0
