region,month_name,total_sales
South,Mar,265967.0
South,Jan,232119.0
East,Apr,391009.0
East,Nov,382545.0
Central,May,327829.0
East,Mar,346848.0
Central,Oct,281138.0
South,Nov,200604.0
Central,Apr,307121.0
South,Jul,187711.0
Central,Mar,333219.0
East,Jan,382588.0
West,Apr,389215.0
East,Sep,353351.0
South,Sep,232025.0
West,Aug,361246.0
Central,Nov,315556.0
South,Feb,238998.0
West,Mar,386141.0
South,Dec,274293.0
East,Feb,331471.0
West,Dec,457996.0
West,Sep,347441.0
Central,Sep,290615.0
South,Aug,248852.0
East,Jun,312310.0
West,Jan,443555.0
South,Apr,200105.0
Central,Dec,333262.0
West,Oct,410111.0
Central,Jun,306180.0
Central,Aug,261616.0
East,Oct,416882.0
West,Jun,409677.0
West,Jul,375882.0
West,Nov,392436.0
East,Dec,399226.0
South,Jun,222620.0
East,Jul,377867.0
East,May,323827.0
South,Oct,240279.0
Central,Jul,312702.0
Central,Jan,316890.0
East,Aug,371279.0
Central,Feb,294987.0
South,May,243180.0
West,May,409873.0
West,Feb,319944.0
