region,month_name,total_sales
South,Mar,291181.0
South,Jan,251795.0
East,Apr,432044.0
East,Nov,418856.0
Central,May,364836.0
East,Mar,380379.0
Central,Oct,307422.0
South,Nov,218930.0
Central,Apr,324948.0
South,Jul,209904.0
Central,Mar,349291.0
East,Jan,411793.0
West,Apr,409669.0
East,Sep,379650.0
South,Sep,252672.0
West,Aug,392118.0
Central,Nov,335957.0
South,Feb,251367.0
West,Mar,418178.0
South,Dec,289599.0
East,Feb,354640.0
West,Dec,501248.0
West,Sep,381826.0
Central,Sep,305838.0
South,Aug,269387.0
East,Jun,332880.0
West,Jan,472152.0
South,Apr,226651.0
Central,Dec,350798.0
West,Oct,435720.0
Central,Jun,328354.0
Central,Aug,279229.0
East,Oct,441766.0
West,Jun,454262.0
West,Jul,402216.0
West,Nov,428218.0
East,Dec,419282.0
South,Jun,244494.0
East,Jul,402658.0
East,May,354437.0
South,Oct,261143.0
Central,Jul,340144.0
Central,Jan,346387.0
East,Aug,400001.0
Central,Feb,315168.0
South,May,259486.0
West,May,455715.0
West,Feb,346308.0
