segment,month_name,total_sales,total_profit
Corporate,Oct,335914.0,57342.0
Home Office,Jul,192182.0,33264.0
Consumer,Jul,487134.0,86653.0
Corporate,Mar,302264.0,52669.0
Consumer,Nov,470128.0,81563.0
Home Office,Aug,162490.0,28195.0
Consumer,Aug,529602.0,97178.0
Corporate,Aug,288486.0,51440.0
Home Office,Apr,181058.0,32561.0
Consumer,Jun,487001.0,87133.0
Consumer,May,511682.0,90720.0
Home Office,Sep,160088.0,26685.0
Corporate,Jul,268774.0,49625.0
Corporate,Dec,389501.0,70116.0
Corporate,May,319866.0,57137.0
Corporate,Apr,314291.0,54852.0
Home Office,May,178379.0,32705.0
Home Office,Jan,204775.0,37251.0
Home Office,Jun,165725.0,31149.0
Consumer,Sep,536739.0,92611.0
Home Office,Mar,211284.0,34046.0
Consumer,Apr,513849.0,92426.0
Home Office,Nov,201250.0,35293.0
Home Office,Oct,208523.0,35883.0
Consumer,Dec,563551.0,101953.0
Corporate,Nov,352774.0,59851.0
Corporate,Sep,294981.0,51666.0
Corporate,Feb,298316.0,50822.0
Home Office,Feb,173813.0,31461.0
Consumer,Mar,573543.0,101430.0
Consumer,Oct,538565.0,93295.0
Corporate,Jan,366150.0,64627.0
Consumer,Jan,520272.0,96432.0
Corporate,Jun,300041.0,53289.0
Home Office,Dec,190275.0,32097.0
Consumer,Feb,478930.0,85271.0
