region,month_name,total_sales
South,Mar,220658.0
South,Jan,192812.0
East,Apr,310462.0
East,Nov,320633.0
Central,May,271931.0
East,Mar,288346.0
Central,Oct,243245.0
South,Nov,169933.0
Central,Apr,264079.0
South,Jul,152880.0
Central,Mar,286196.0
East,Jan,304093.0
West,Apr,302751.0
East,Sep,280676.0
South,Sep,195278.0
West,Aug,295231.0
Central,Nov,265447.0
South,Feb,211647.0
West,Mar,334881.0
South,Dec,219358.0
East,Feb,286826.0
West,Dec,373661.0
West,Sep,296853.0
Central,Sep,252207.0
South,Aug,197818.0
East,Jun,256502.0
West,Jan,365930.0
South,Apr,171192.0
Central,Dec,280897.0
West,Oct,339080.0
Central,Jun,244725.0
Central,Aug,222442.0
East,Oct,338281.0
West,Jun,311126.0
West,Jul,317427.0
West,Nov,311633.0
East,Dec,336433.0
South,Jun,184046.0
East,Jul,297901.0
East,May,275612.0
South,Oct,209372.0
Central,Jul,241500.0
Central,Jan,263083.0
East,Aug,315635.0
Central,Feb,244774.0
South,May,199810.0
West,May,325418.0
West,Feb,259244.0
