category,month,total_sales,total_profit
Furniture,Sep,236328.0,41249.0
Furniture,Oct,203611.0,37213.0
Furniture,Mar,251897.0,45430.0
Office Supplies,Feb,607175.0,107620.0
Technology,Jul,227613.0,40738.0
Office Supplies,Dec,737493.0,133313.0
Furniture,Aug,212711.0,38260.0
Office Supplies,Jul,589589.0,105296.0
Office Supplies,Jun,524827.0,94343.0
Technology,Sep,189180.0,32892.0
Technology,Dec,252462.0,44875.0
Technology,Jun,262087.0,47135.0
Office Supplies,Jan,671460.0,121655.0
Technology,Aug,218325.0,38074.0
Technology,Oct,275727.0,45222.0
Technology,Jan,242514.0,45471.0
Office Supplies,Mar,649707.0,109696.0
Office Supplies,Aug,581534.0,106321.0
Office Supplies,Sep,591479.0,101640.0
Office Supplies,Oct,642751.0,110486.0
Furniture,Nov,212143.0,35512.0
Office Supplies,Nov,588743.0,101011.0
Technology,May,228225.0,38885.0
Furniture,Feb,178631.0,33207.0
Office Supplies,Apr,573959.0,102875.0
Furniture,Jan,203213.0,35510.0
Furniture,Jun,201262.0,36419.0
Technology,Nov,258717.0,45199.0
Technology,Mar,221935.0,39257.0
Technology,Feb,205670.0,33501.0
Furniture,Apr,232300.0,41859.0
Technology,Apr,234721.0,40756.0
Furniture,Dec,213735.0,38273.0
Office Supplies,May,622212.0,110477.0
Furniture,Jul,177670.0,31973.0
Furniture,May,212863.0,40176.0
