region,month_name,total_sales
South,Mar,261614.0
South,Jan,224951.0
East,Apr,372494.0
East,Nov,370718.0
Central,May,313925.0
East,Mar,334242.0
Central,Oct,275827.0
South,Nov,193102.0
Central,Apr,301467.0
South,Jul,182834.0
Central,Mar,324750.0
East,Jan,369384.0
West,Apr,383921.0
East,Sep,326971.0
South,Sep,219005.0
West,Aug,355913.0
Central,Nov,299429.0
South,Feb,236143.0
West,Mar,374645.0
South,Dec,268902.0
East,Feb,323092.0
West,Dec,443297.0
West,Sep,343396.0
Central,Sep,284954.0
South,Aug,238647.0
East,Jun,304793.0
West,Jan,433607.0
South,Apr,196731.0
Central,Dec,319708.0
West,Oct,401179.0
Central,Jun,297254.0
Central,Aug,254164.0
East,Oct,406848.0
West,Jun,398424.0
West,Jul,368219.0
West,Nov,387403.0
East,Dec,387834.0
South,Jun,219159.0
East,Jul,356760.0
East,May,313352.0
South,Oct,235472.0
Central,Jul,301947.0
Central,Jan,311475.0
East,Aug,364335.0
Central,Feb,289558.0
South,May,231636.0
West,May,400356.0
West,Feb,313081.0
